datadate,conm,prccd,diff
12/06/2013,ABM INDUSTRIES INC,27.81,-0.6000
12/09/2013,ABM INDUSTRIES INC,27.75,-0.5500
12/10/2013,ABM INDUSTRIES INC,26.79,-0.0700
12/11/2013,ABM INDUSTRIES INC,27.05,-0.1700
12/12/2013,ABM INDUSTRIES INC,27.74,1.0400
12/13/2013,ABM INDUSTRIES INC,27.58,0.3500
12/16/2013,ABM INDUSTRIES INC,27.83,-0.1400
12/17/2013,ABM INDUSTRIES INC,27.4,-0.0800
12/18/2013,ABM INDUSTRIES INC,27.6,0.2300
12/19/2013,ABM INDUSTRIES INC,27.5,0.8900
12/20/2013,ABM INDUSTRIES INC,28.06,0.9800
12/23/2013,ABM INDUSTRIES INC,28.29,0.9900
12/24/2013,ABM INDUSTRIES INC,28.58,0.6000
12/26/2013,ABM INDUSTRIES INC,28.49,0.5200
12/27/2013,ABM INDUSTRIES INC,28.66,0.0100
12/30/2013,ABM INDUSTRIES INC,28.81,2.2600
12/31/2013,ABM INDUSTRIES INC,28.59,2.5700
01/02/2013,PRIMERICA INC,30.75,2.9500
01/03/2013,PRIMERICA INC,31.23,2.9500
01/04/2013,PRIMERICA INC,31.76,0.9300
01/07/2013,PRIMERICA INC,31.54,0.4900
01/08/2013,PRIMERICA INC,31.68,0.0900
01/09/2013,PRIMERICA INC,31.72,0.2600
01/10/2013,PRIMERICA INC,31.85,0.2700
01/11/2013,PRIMERICA INC,31.8,0.3700
01/14/2013,PRIMERICA INC,31.95,0.4500
01/15/2013,PRIMERICA INC,32.09,0.7600
01/16/2013,PRIMERICA INC,32.3,0.5000
01/17/2013,PRIMERICA INC,32.56,0.7800
01/18/2013,PRIMERICA INC,32.45,0.4700
01/22/2013,PRIMERICA INC,32.87,-0.0700
01/23/2013,PRIMERICA INC,32.77,0.1600
01/24/2013,PRIMERICA INC,32.49,0.0400
01/25/2013,PRIMERICA INC,32.61,0.0300
01/28/2013,PRIMERICA INC,32.91,0.3100
01/29/2013,PRIMERICA INC,32.8,0.2700
01/30/2013,PRIMERICA INC,32.8,0.1600
01/31/2013,PRIMERICA INC,32.88,0.0300
02/01/2013,PRIMERICA INC,33.07,0.1800
02/04/2013,PRIMERICA INC,32.83,0.0600
02/05/2013,PRIMERICA INC,32.98,-0.5200
02/06/2013,PRIMERICA INC,32.94,0.8000
02/07/2013,PRIMERICA INC,32.55,0.3300
02/08/2013,PRIMERICA INC,33.63,-0.5000
02/11/2013,PRIMERICA INC,33.31,-0.2200
02/12/2013,PRIMERICA INC,32.44,-1.2700
02/13/2013,PRIMERICA INC,32.33,-0.8400
02/14/2013,PRIMERICA INC,32.36,0.1900
02/15/2013,PRIMERICA INC,32.47,-0.1400
02/19/2013,PRIMERICA INC,32.63,-0.4200
02/20/2013,PRIMERICA INC,32.19,-0.5300
02/21/2013,PRIMERICA INC,31.94,-1.4700
02/22/2013,PRIMERICA INC,31.94,-0.9100
02/25/2013,PRIMERICA INC,31.16,-0.4400
02/26/2013,PRIMERICA INC,31.28,-0.4700
02/27/2013,PRIMERICA INC,31.5,0.0100
02/28/2013,PRIMERICA INC,31.47,-0.3600
03/01/2013,PRIMERICA INC,31.17,-0.0400
03/04/2013,PRIMERICA INC,30.92,0.2200
03/05/2013,PRIMERICA INC,31.46,0.5100
03/06/2013,PRIMERICA INC,31.69,0.9700
03/07/2013,PRIMERICA INC,31.68,0.5800
03/08/2013,PRIMERICA INC,31.89,0.3900
03/11/2013,PRIMERICA INC,32.04,0.5000
03/12/2013,PRIMERICA INC,32.08,0.7600
03/13/2013,PRIMERICA INC,32.18,0.8100
03/14/2013,PRIMERICA INC,32.65,0.5500
03/15/2013,PRIMERICA INC,32.85,0.5000
03/18/2013,PRIMERICA INC,32.63,0.1300
03/19/2013,PRIMERICA INC,32.68,-0.3000
03/20/2013,PRIMERICA INC,32.78,-0.0400
03/21/2013,PRIMERICA INC,32.55,-0.0900
03/22/2013,PRIMERICA INC,32.59,-0.1100
03/25/2013,PRIMERICA INC,32.59,0.0400
03/26/2013,PRIMERICA INC,32.67,0.1900
03/27/2013,PRIMERICA INC,32.59,-0.3100
03/28/2013,PRIMERICA INC,32.78,-0.4900
04/01/2013,PRIMERICA INC,32.28,-0.7700
04/02/2013,PRIMERICA INC,32.18,-1.0000
04/03/2013,PRIMERICA INC,31.82,-0.7100
04/04/2013,PRIMERICA INC,31.78,-0.2700
04/05/2013,PRIMERICA INC,31.57,0.9200
04/08/2013,PRIMERICA INC,31.91,1.2100
04/09/2013,PRIMERICA INC,32.74,1.5500
04/10/2013,PRIMERICA INC,32.99,1.1300
04/11/2013,PRIMERICA INC,33.12,-0.7600
04/12/2013,PRIMERICA INC,33.04,-0.3300
04/15/2013,PRIMERICA INC,31.98,-1.2600
04/16/2013,PRIMERICA INC,32.66,-1.3800
04/17/2013,PRIMERICA INC,31.86,0.1700
04/18/2013,PRIMERICA INC,31.66,-0.0900
04/19/2013,PRIMERICA INC,32.15,1.0800
04/22/2013,PRIMERICA INC,32.57,1.7500
04/23/2013,PRIMERICA INC,32.94,1.5400
04/24/2013,PRIMERICA INC,33.41,0.9700
04/25/2013,PRIMERICA INC,33.69,0.9500
04/26/2013,PRIMERICA INC,33.54,0.5500
04/29/2013,PRIMERICA INC,33.89,-0.5500
04/30/2013,PRIMERICA INC,33.96,0.3200
05/01/2013,PRIMERICA INC,33.14,0.6600
05/02/2013,PRIMERICA INC,33.86,0.7700
05/03/2013,PRIMERICA INC,34.55,2.2400
05/06/2013,PRIMERICA INC,34.73,0.8100
05/07/2013,PRIMERICA INC,35.38,-0.2200
05/08/2013,PRIMERICA INC,34.67,-0.1500
05/09/2013,PRIMERICA INC,34.33,-1.2400
05/10/2013,PRIMERICA INC,34.58,-0.0800
05/13/2013,PRIMERICA INC,34.14,0.4900
05/14/2013,PRIMERICA INC,34.59,-0.1000
05/15/2013,PRIMERICA INC,34.82,0.4000
05/16/2013,PRIMERICA INC,34.48,-0.0400
05/17/2013,PRIMERICA INC,34.54,-0.2600
05/20/2013,PRIMERICA INC,34.55,-0.3700
05/21/2013,PRIMERICA INC,34.56,-0.3500
05/22/2013,PRIMERICA INC,34.11,-0.3900
05/23/2013,PRIMERICA INC,34.19,0.1100
05/24/2013,PRIMERICA INC,34.16,1.5400
05/28/2013,PRIMERICA INC,34.67,1.8500
05/29/2013,PRIMERICA INC,35.65,1.0600
05/30/2013,PRIMERICA INC,36.04,0.9700
05/31/2013,PRIMERICA INC,35.22,0.1000
06/03/2013,PRIMERICA INC,35.64,-0.7300
06/04/2013,PRIMERICA INC,35.75,0.6900
06/05/2013,PRIMERICA INC,35.31,0.5400
06/06/2013,PRIMERICA INC,35.91,0.4900
06/07/2013,PRIMERICA INC,36.18,0.5400
06/10/2013,PRIMERICA INC,36.24,-0.2300
06/11/2013,PRIMERICA INC,35.85,0.0100
06/12/2013,PRIMERICA INC,35.68,-0.4500
06/13/2013,PRIMERICA INC,36.19,1.1200
06/14/2013,PRIMERICA INC,35.79,1.8600
06/17/2013,PRIMERICA INC,36.97,1.1700
06/18/2013,PRIMERICA INC,37.54,1.4800
06/19/2013,PRIMERICA INC,37.36,0.1600
06/20/2013,PRIMERICA INC,37.27,-0.6900
06/21/2013,PRIMERICA INC,37.13,-0.4800
06/24/2013,PRIMERICA INC,36.85,-0.4500
06/25/2013,PRIMERICA INC,36.88,0.2900
06/26/2013,PRIMERICA INC,36.82,0.5900
06/27/2013,PRIMERICA INC,37.42,0.9200
06/28/2013,PRIMERICA INC,37.44,0.9200
07/01/2013,PRIMERICA INC,37.8,0.2600
07/02/2013,PRIMERICA INC,37.74,1.1500
07/03/2013,PRIMERICA INC,37.68,1.6300
07/05/2013,PRIMERICA INC,38.59,1.8300
07/08/2013,PRIMERICA INC,39.43,1.9600
07/09/2013,PRIMERICA INC,39.57,1.5100
07/10/2013,PRIMERICA INC,39.64,1.1600
07/11/2013,PRIMERICA INC,40.1,1.3400
07/12/2013,PRIMERICA INC,40.59,0.8100
07/15/2013,PRIMERICA INC,40.91,0.1000
07/16/2013,PRIMERICA INC,40.45,-0.1100
07/17/2013,PRIMERICA INC,40.2,-0.6900
07/18/2013,PRIMERICA INC,40.48,0.4300
07/19/2013,PRIMERICA INC,40.22,0.8800
07/22/2013,PRIMERICA INC,40.88,0.2800
07/23/2013,PRIMERICA INC,41.08,0.7700
07/24/2013,PRIMERICA INC,40.76,0.0000
07/25/2013,PRIMERICA INC,40.99,-0.4100
07/26/2013,PRIMERICA INC,40.88,-0.1200
07/29/2013,PRIMERICA INC,40.67,0.0500
07/30/2013,PRIMERICA INC,40.64,1.4000
07/31/2013,PRIMERICA INC,41.04,0.5600
08/01/2013,PRIMERICA INC,42.28,0.5700
08/02/2013,PRIMERICA INC,41.23,-0.0300
08/05/2013,PRIMERICA INC,41.21,-1.4900
08/06/2013,PRIMERICA INC,41.01,-0.4800
08/07/2013,PRIMERICA INC,40.79,-0.7000
08/08/2013,PRIMERICA INC,40.75,-1.0400
08/09/2013,PRIMERICA INC,40.51,-0.6800
08/12/2013,PRIMERICA INC,39.97,-1.0700
08/13/2013,PRIMERICA INC,40.11,-1.8200
08/14/2013,PRIMERICA INC,39.68,-1.2000
08/15/2013,PRIMERICA INC,38.69,-1.6600
08/16/2013,PRIMERICA INC,38.77,-0.9500
08/19/2013,PRIMERICA INC,38.45,-0.6200
08/20/2013,PRIMERICA INC,38.73,-0.1500
08/21/2013,PRIMERICA INC,38.07,0.1800
08/22/2013,PRIMERICA INC,38.62,-0.1500
08/23/2013,PRIMERICA INC,38.63,-0.6500
08/26/2013,PRIMERICA INC,38.58,-1.3200
08/27/2013,PRIMERICA INC,37.42,-0.8100
08/28/2013,PRIMERICA INC,37.3,-1.4500
08/29/2013,PRIMERICA INC,37.82,-0.5100
08/30/2013,PRIMERICA INC,37.13,0.2600
09/03/2013,PRIMERICA INC,36.91,-0.1500
09/04/2013,PRIMERICA INC,37.56,0.6800
09/05/2013,PRIMERICA INC,37.67,1.3800
09/06/2013,PRIMERICA INC,37.81,1.3300
09/09/2013,PRIMERICA INC,38.29,1.4900
09/10/2013,PRIMERICA INC,38.89,1.4400
09/11/2013,PRIMERICA INC,39.16,1.1800
09/12/2013,PRIMERICA INC,39.25,0.5900
09/13/2013,PRIMERICA INC,39.47,1.4900
09/16/2013,PRIMERICA INC,39.48,1.4200
09/17/2013,PRIMERICA INC,40.65,0.8100
09/18/2013,PRIMERICA INC,40.67,0.8900
09/19/2013,PRIMERICA INC,40.28,-0.3100
09/20/2013,PRIMERICA INC,40.37,-0.3200
09/23/2013,PRIMERICA INC,40.34,0.0400
09/24/2013,PRIMERICA INC,40.35,-0.0400
09/25/2013,PRIMERICA INC,40.32,-0.2200
09/26/2013,PRIMERICA INC,40.33,-0.0100
09/27/2013,PRIMERICA INC,40.12,0.4500
09/30/2013,PRIMERICA INC,40.34,0.2700
10/01/2013,PRIMERICA INC,40.77,0.0600
10/02/2013,PRIMERICA INC,40.6,0.0400
10/03/2013,PRIMERICA INC,40.18,-0.9500
10/04/2013,PRIMERICA INC,40.38,-1.4000
10/07/2013,PRIMERICA INC,39.82,-0.8300
10/08/2013,PRIMERICA INC,39.2,0.1000
10/09/2013,PRIMERICA INC,39.35,1.4500
10/10/2013,PRIMERICA INC,40.48,2.3000
10/11/2013,PRIMERICA INC,41.27,1.6600
10/14/2013,PRIMERICA INC,41.5,1.3200
10/15/2013,PRIMERICA INC,41.01,1.2100
10/16/2013,PRIMERICA INC,41.8,1.5900
10/17/2013,PRIMERICA INC,42.48,2.2200
10/18/2013,PRIMERICA INC,43.09,1.5400
10/21/2013,PRIMERICA INC,43.23,0.6400
10/22/2013,PRIMERICA INC,43.34,0.2200
10/23/2013,PRIMERICA INC,43.12,0.4000
10/24/2013,PRIMERICA INC,43.31,0.4600
10/25/2013,PRIMERICA INC,43.63,0.8500
10/28/2013,PRIMERICA INC,43.8,0.0500
10/29/2013,PRIMERICA INC,43.97,-0.6800
10/30/2013,PRIMERICA INC,43.36,-1.3600
10/31/2013,PRIMERICA INC,42.95,-1.3800
11/01/2013,PRIMERICA INC,42.44,-0.8700
11/04/2013,PRIMERICA INC,42.59,-0.7000
11/05/2013,PRIMERICA INC,42.49,-0.3000
11/06/2013,PRIMERICA INC,42.25,0.0500
11/07/2013,PRIMERICA INC,42.14,0.0000
11/08/2013,PRIMERICA INC,42.64,0.1500
11/11/2013,PRIMERICA INC,42.49,0.2700
11/12/2013,PRIMERICA INC,42.4,-0.0700
11/13/2013,PRIMERICA INC,42.41,0.2600
11/14/2013,PRIMERICA INC,42.57,0.3900
11/15/2013,PRIMERICA INC,42.75,-0.0600
11/18/2013,PRIMERICA INC,42.79,-0.5200
11/19/2013,PRIMERICA INC,42.35,-0.1000
11/20/2013,PRIMERICA INC,42.05,0.2400
11/21/2013,PRIMERICA INC,42.65,0.6200
11/22/2013,PRIMERICA INC,43.03,1.0600
11/25/2013,PRIMERICA INC,42.97,0.5400
11/26/2013,PRIMERICA INC,43.11,0.0000
11/27/2013,PRIMERICA INC,43.19,-0.2200
11/29/2013,PRIMERICA INC,43.03,-0.5300
12/02/2013,PRIMERICA INC,42.75,-0.7500
12/03/2013,PRIMERICA INC,42.58,-0.5000
12/04/2013,PRIMERICA INC,42.44,0.4500
12/05/2013,PRIMERICA INC,42.53,0.7900
12/06/2013,PRIMERICA INC,43.2,0.4500
12/09/2013,PRIMERICA INC,43.37,-0.5400
12/10/2013,PRIMERICA INC,42.89,-1.2900
12/11/2013,PRIMERICA INC,41.99,-1.5400
12/12/2013,PRIMERICA INC,41.91,-0.2500
12/13/2013,PRIMERICA INC,41.83,0.4700
12/16/2013,PRIMERICA INC,42.64,1.2900
12/17/2013,PRIMERICA INC,42.46,0.7600
12/18/2013,PRIMERICA INC,43.2,0.0600
12/19/2013,PRIMERICA INC,42.59,0.6400
12/20/2013,PRIMERICA INC,42.7,0.4600
12/23/2013,PRIMERICA INC,43.1,0.9200
12/24/2013,PRIMERICA INC,43.66,0.9500
12/26/2013,PRIMERICA INC,43.51,0.2700
12/27/2013,PRIMERICA INC,43.65,-0.7500
12/30/2013,PRIMERICA INC,43.37,-22.1100
12/31/2013,PRIMERICA INC,42.91,-22.2500
01/02/2013,INVESCO BOND FUND,21.4,-21.9200
01/03/2013,INVESCO BOND FUND,21.4,-21.4600
01/04/2013,INVESCO BOND FUND,21.45,-0.2400
01/07/2013,INVESCO BOND FUND,21.45,-0.2500
01/08/2013,INVESCO BOND FUND,21.16,-0.3300
01/09/2013,INVESCO BOND FUND,21.15,-0.4200
01/10/2013,INVESCO BOND FUND,21.12,-0.1600
01/11/2013,INVESCO BOND FUND,21.03,-0.1900
01/14/2013,INVESCO BOND FUND,21,-0.1500
01/15/2013,INVESCO BOND FUND,20.96,-0.1500
01/16/2013,INVESCO BOND FUND,20.97,0.0300
01/17/2013,INVESCO BOND FUND,20.88,0.1600
01/18/2013,INVESCO BOND FUND,21.03,0.4300
01/22/2013,INVESCO BOND FUND,21.12,0.5500
01/23/2013,INVESCO BOND FUND,21.4,0.3900
01/24/2013,INVESCO BOND FUND,21.43,0.3800
01/25/2013,INVESCO BOND FUND,21.42,-0.2100
01/28/2013,INVESCO BOND FUND,21.5,-0.6000
01/29/2013,INVESCO BOND FUND,21.19,-0.7200
01/30/2013,INVESCO BOND FUND,20.83,-0.4600
01/31/2013,INVESCO BOND FUND,20.7,-0.4800
02/01/2013,INVESCO BOND FUND,21.04,-0.2400
02/04/2013,INVESCO BOND FUND,20.71,-0.1000
02/05/2013,INVESCO BOND FUND,20.59,-0.4600
02/06/2013,INVESCO BOND FUND,20.6,-0.0200
02/07/2013,INVESCO BOND FUND,20.58,0.0400
02/08/2013,INVESCO BOND FUND,20.69,-0.0700
02/11/2013,INVESCO BOND FUND,20.63,-0.2200
02/12/2013,INVESCO BOND FUND,20.53,-0.4300
02/13/2013,INVESCO BOND FUND,20.36,-0.3800
02/14/2013,INVESCO BOND FUND,20.26,-0.3900
02/15/2013,INVESCO BOND FUND,20.25,-0.1078
02/19/2013,INVESCO BOND FUND,20.14,0.0600
02/20/2013,INVESCO BOND FUND,20.2522,0.2100
02/21/2013,INVESCO BOND FUND,20.32,0.4300
02/22/2013,INVESCO BOND FUND,20.46,0.3078
02/25/2013,INVESCO BOND FUND,20.57,0.4100
02/26/2013,INVESCO BOND FUND,20.56,0.1600
02/27/2013,INVESCO BOND FUND,20.73,0.0100
02/28/2013,INVESCO BOND FUND,20.62,0.0200
03/01/2013,INVESCO BOND FUND,20.58,-0.3799
03/04/2013,INVESCO BOND FUND,20.58,-0.2400
03/05/2013,INVESCO BOND FUND,20.3501,-0.3700
03/06/2013,INVESCO BOND FUND,20.38,-0.4800
03/07/2013,INVESCO BOND FUND,20.21,-0.2481
03/08/2013,INVESCO BOND FUND,20.1,-0.2300
03/11/2013,INVESCO BOND FUND,20.102,-0.1700
03/12/2013,INVESCO BOND FUND,20.15,-0.1600
03/13/2013,INVESCO BOND FUND,20.04,-0.4220
03/14/2013,INVESCO BOND FUND,19.94,-0.4000
03/15/2013,INVESCO BOND FUND,19.68,-0.2300
03/18/2013,INVESCO BOND FUND,19.75,-0.0790
03/19/2013,INVESCO BOND FUND,19.81,0.2000
03/20/2013,INVESCO BOND FUND,19.861,0.1700
03/21/2013,INVESCO BOND FUND,19.88,0.1300
03/22/2013,INVESCO BOND FUND,19.92,0.0090
03/25/2013,INVESCO BOND FUND,19.94,-0.0600
03/26/2013,INVESCO BOND FUND,19.87,-0.0200
03/27/2013,INVESCO BOND FUND,19.82,-0.0100
03/28/2013,INVESCO BOND FUND,19.9,0.1500
04/01/2013,INVESCO BOND FUND,19.93,0.1400
04/02/2013,INVESCO BOND FUND,20.02,0.0400
04/03/2013,INVESCO BOND FUND,19.96,0.1200
04/04/2013,INVESCO BOND FUND,19.94,-0.0400
04/05/2013,INVESCO BOND FUND,20.05,0.0800
04/08/2013,INVESCO BOND FUND,19.98,0.1700
04/09/2013,INVESCO BOND FUND,20.04,-0.0500
04/10/2013,INVESCO BOND FUND,20.11,0.0200
04/11/2013,INVESCO BOND FUND,20,-0.0600
04/12/2013,INVESCO BOND FUND,20,-0.0900
04/15/2013,INVESCO BOND FUND,19.98,0.0400
04/16/2013,INVESCO BOND FUND,20.02,0.0200
04/17/2013,INVESCO BOND FUND,20.04,0.0100
04/18/2013,INVESCO BOND FUND,20.02,0.0700
04/19/2013,INVESCO BOND FUND,19.99,-0.0200
04/22/2013,INVESCO BOND FUND,20.09,-0.0200
04/23/2013,INVESCO BOND FUND,20.02,-0.0200
04/24/2013,INVESCO BOND FUND,20,-0.0800
04/25/2013,INVESCO BOND FUND,19.97,-0.0301
04/26/2013,INVESCO BOND FUND,20.01,0.0100
04/29/2013,INVESCO BOND FUND,19.9899,0.1100
04/30/2013,INVESCO BOND FUND,20.01,0.0800
05/01/2013,INVESCO BOND FUND,20.08,-0.0799
05/02/2013,INVESCO BOND FUND,20.09,-0.0800
05/03/2013,INVESCO BOND FUND,19.91,-0.1700
05/06/2013,INVESCO BOND FUND,19.93,-0.2200
05/07/2013,INVESCO BOND FUND,19.91,-0.1100
05/08/2013,INVESCO BOND FUND,19.87,-0.1700
05/09/2013,INVESCO BOND FUND,19.8,-0.3200
05/10/2013,INVESCO BOND FUND,19.76,-0.2200
05/13/2013,INVESCO BOND FUND,19.59,-0.0700
05/14/2013,INVESCO BOND FUND,19.65,0.0100
05/15/2013,INVESCO BOND FUND,19.73,0.1600
05/16/2013,INVESCO BOND FUND,19.77,0.0600
05/17/2013,INVESCO BOND FUND,19.75,0.0499
05/20/2013,INVESCO BOND FUND,19.71,-0.2500
05/21/2013,INVESCO BOND FUND,19.7799,-0.1300
05/22/2013,INVESCO BOND FUND,19.52,-0.3300
05/23/2013,INVESCO BOND FUND,19.62,-0.3999
05/24/2013,INVESCO BOND FUND,19.38,-0.2700
05/28/2013,INVESCO BOND FUND,19.38,-0.4900
05/29/2013,INVESCO BOND FUND,19.25,-0.3500
05/30/2013,INVESCO BOND FUND,19.13,-0.4800
05/31/2013,INVESCO BOND FUND,19.03,-0.2200
06/03/2013,INVESCO BOND FUND,18.9,-0.1000
06/04/2013,INVESCO BOND FUND,19.03,0.0600
06/05/2013,INVESCO BOND FUND,19.03,0.0200
06/06/2013,INVESCO BOND FUND,19.09,-0.3200
06/07/2013,INVESCO BOND FUND,18.92,-0.5500
06/10/2013,INVESCO BOND FUND,18.71,-0.8600
06/11/2013,INVESCO BOND FUND,18.48,-0.6600
06/12/2013,INVESCO BOND FUND,18.23,-0.3379
06/13/2013,INVESCO BOND FUND,18.26,-0.1100
06/14/2013,INVESCO BOND FUND,18.3721,0.1800
06/17/2013,INVESCO BOND FUND,18.37,0.0600
06/18/2013,INVESCO BOND FUND,18.41,-0.3521
06/19/2013,INVESCO BOND FUND,18.32,-0.4900
06/20/2013,INVESCO BOND FUND,18.02,-0.9600
06/21/2013,INVESCO BOND FUND,17.88,-0.9200
06/24/2013,INVESCO BOND FUND,17.45,-0.2800
06/25/2013,INVESCO BOND FUND,17.4,0.1300
06/26/2013,INVESCO BOND FUND,17.74,0.8800
06/27/2013,INVESCO BOND FUND,18.01,0.8100
06/28/2013,INVESCO BOND FUND,18.33,0.3100
07/01/2013,INVESCO BOND FUND,18.21,-0.0100
07/02/2013,INVESCO BOND FUND,18.05,-0.5100
07/03/2013,INVESCO BOND FUND,18,-0.4900
07/05/2013,INVESCO BOND FUND,17.82,-0.3000
07/08/2013,INVESCO BOND FUND,17.72,-0.2400
07/09/2013,INVESCO BOND FUND,17.75,0.0800
07/10/2013,INVESCO BOND FUND,17.76,0.1800
07/11/2013,INVESCO BOND FUND,17.9,0.1100
07/12/2013,INVESCO BOND FUND,17.9,0.0401
07/15/2013,INVESCO BOND FUND,17.86,-0.0460
07/16/2013,INVESCO BOND FUND,17.8001,0.0500
07/17/2013,INVESCO BOND FUND,17.854,0.0900
07/18/2013,INVESCO BOND FUND,17.95,0.1500
07/19/2013,INVESCO BOND FUND,17.95,0.1882
07/22/2013,INVESCO BOND FUND,17.9501,-0.0700
07/23/2013,INVESCO BOND FUND,18.0422,-0.0800
07/24/2013,INVESCO BOND FUND,17.88,-0.0701
07/25/2013,INVESCO BOND FUND,17.87,-0.1608
07/26/2013,INVESCO BOND FUND,17.88,0.0000
07/29/2013,INVESCO BOND FUND,17.8814,-0.0100
07/30/2013,INVESCO BOND FUND,17.88,-0.1450
07/31/2013,INVESCO BOND FUND,17.86,-0.1614
08/01/2013,INVESCO BOND FUND,17.735,-0.2500
08/02/2013,INVESCO BOND FUND,17.72,-0.3400
08/05/2013,INVESCO BOND FUND,17.63,-0.2850
08/06/2013,INVESCO BOND FUND,17.52,-0.3100
08/07/2013,INVESCO BOND FUND,17.45,-0.2200
08/08/2013,INVESCO BOND FUND,17.41,-0.0900
08/09/2013,INVESCO BOND FUND,17.41,-0.0200
08/12/2013,INVESCO BOND FUND,17.43,0.1400
08/13/2013,INVESCO BOND FUND,17.43,-0.0300
08/14/2013,INVESCO BOND FUND,17.55,0.0200
08/15/2013,INVESCO BOND FUND,17.38,0.0000
08/16/2013,INVESCO BOND FUND,17.45,-0.1200
08/19/2013,INVESCO BOND FUND,17.43,0.0700
08/20/2013,INVESCO BOND FUND,17.43,-0.1400
08/21/2013,INVESCO BOND FUND,17.45,-0.1200
08/22/2013,INVESCO BOND FUND,17.31,-0.0400
08/23/2013,INVESCO BOND FUND,17.31,-0.1100
08/26/2013,INVESCO BOND FUND,17.39,0.0300
08/27/2013,INVESCO BOND FUND,17.34,0.0400
08/28/2013,INVESCO BOND FUND,17.34,-0.0110
08/29/2013,INVESCO BOND FUND,17.35,0.0900
08/30/2013,INVESCO BOND FUND,17.379,0.0100
09/03/2013,INVESCO BOND FUND,17.43,-0.0600
09/04/2013,INVESCO BOND FUND,17.35,-0.0990
09/05/2013,INVESCO BOND FUND,17.29,-0.2000
09/06/2013,INVESCO BOND FUND,17.28,-0.0700
09/09/2013,INVESCO BOND FUND,17.23,-0.0700
09/10/2013,INVESCO BOND FUND,17.28,-0.0600
09/11/2013,INVESCO BOND FUND,17.22,0.0130
09/12/2013,INVESCO BOND FUND,17.22,0.0800
09/13/2013,INVESCO BOND FUND,17.243,0.1600
09/16/2013,INVESCO BOND FUND,17.36,0.3600
09/17/2013,INVESCO BOND FUND,17.38,0.2570
09/18/2013,INVESCO BOND FUND,17.58,0.1100
09/19/2013,INVESCO BOND FUND,17.5,0.0800
09/20/2013,INVESCO BOND FUND,17.47,0.0800
09/23/2013,INVESCO BOND FUND,17.46,0.1576
09/24/2013,INVESCO BOND FUND,17.66,0.1600
09/25/2013,INVESCO BOND FUND,17.6576,0.1200
09/26/2013,INVESCO BOND FUND,17.63,-0.1200
09/27/2013,INVESCO BOND FUND,17.58,-0.0676
09/30/2013,INVESCO BOND FUND,17.54,-0.0500
10/01/2013,INVESCO BOND FUND,17.59,0.0200
10/02/2013,INVESCO BOND FUND,17.58,0.0550
10/03/2013,INVESCO BOND FUND,17.6,-0.0100
10/04/2013,INVESCO BOND FUND,17.595,-0.0200
10/07/2013,INVESCO BOND FUND,17.58,-0.0100
10/08/2013,INVESCO BOND FUND,17.56,-0.0650
10/09/2013,INVESCO BOND FUND,17.59,0.0100
10/10/2013,INVESCO BOND FUND,17.53,-0.0100
10/11/2013,INVESCO BOND FUND,17.59,-0.0480
10/14/2013,INVESCO BOND FUND,17.55,0.0310
10/15/2013,INVESCO BOND FUND,17.542,0.1800
10/16/2013,INVESCO BOND FUND,17.561,0.2990
10/17/2013,INVESCO BOND FUND,17.77,0.2580
10/18/2013,INVESCO BOND FUND,17.849,0.3268
10/21/2013,INVESCO BOND FUND,17.8,0.2200
10/22/2013,INVESCO BOND FUND,17.8878,0.1510
10/23/2013,INVESCO BOND FUND,17.99,0.2300
10/24/2013,INVESCO BOND FUND,18,0.1422
10/25/2013,INVESCO BOND FUND,18.03,0.0300
10/28/2013,INVESCO BOND FUND,18.03,0.0300
10/29/2013,INVESCO BOND FUND,18.02,0.0000
10/30/2013,INVESCO BOND FUND,18.03,0.1100
10/31/2013,INVESCO BOND FUND,18.03,0.3100
11/01/2013,INVESCO BOND FUND,18.14,0.2800
11/04/2013,INVESCO BOND FUND,18.33,0.3000
11/05/2013,INVESCO BOND FUND,18.31,0.1300
11/06/2013,INVESCO BOND FUND,18.33,-0.2800
11/07/2013,INVESCO BOND FUND,18.27,-0.3300
11/08/2013,INVESCO BOND FUND,18.05,-0.3900
11/11/2013,INVESCO BOND FUND,17.98,-0.3400
11/12/2013,INVESCO BOND FUND,17.94,-0.1400
11/13/2013,INVESCO BOND FUND,17.93,-0.0800
11/14/2013,INVESCO BOND FUND,17.91,-0.0700
11/15/2013,INVESCO BOND FUND,17.9,-0.0500
11/18/2013,INVESCO BOND FUND,17.87,-0.0800
11/19/2013,INVESCO BOND FUND,17.88,-0.1300
11/20/2013,INVESCO BOND FUND,17.83,-0.1700
11/21/2013,INVESCO BOND FUND,17.77,-0.1600
11/22/2013,INVESCO BOND FUND,17.7,-0.0800
11/25/2013,INVESCO BOND FUND,17.72,0.0000
11/26/2013,INVESCO BOND FUND,17.75,0.0700
11/27/2013,INVESCO BOND FUND,17.77,0.0300
11/29/2013,INVESCO BOND FUND,17.77,-0.0768
12/02/2013,INVESCO BOND FUND,17.75,-0.1400
12/03/2013,INVESCO BOND FUND,17.6732,-0.1400
12/04/2013,INVESCO BOND FUND,17.63,-0.0500
12/05/2013,INVESCO BOND FUND,17.63,0.0368
12/06/2013,INVESCO BOND FUND,17.7,-0.1300
12/09/2013,INVESCO BOND FUND,17.71,-0.2600
12/10/2013,INVESCO BOND FUND,17.5,-0.3700
